timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1.74188E+12,515,HTTP Request,200,OK,Thread Group 1-2,text,TRUE,,5148,126,20,20,https://app.kanjialive.com/search,511,0,424
1.74188E+12,1136,HTTP Request,200,OK,Thread Group 1-1,text,TRUE,,5149,126,19,19,https://app.kanjialive.com/search,1135,0,1015
1.74188E+12,431,HTTP Request,200,OK,Thread Group 1-3,text,TRUE,,5147,126,18,18,https://app.kanjialive.com/search,430,0,360
1.74188E+12,450,HTTP Request,200,OK,Thread Group 1-5,text,TRUE,,5148,126,18,18,https://app.kanjialive.com/search,447,0,382
1.74188E+12,115,HTTP Request,200,OK,Thread Group 1-4,text,TRUE,,5143,126,18,18,https://app.kanjialive.com/search,114,0,69
1.74188E+12,111,HTTP Request,200,OK,Thread Group 1-6,text,TRUE,,5142,126,17,17,https://app.kanjialive.com/search,110,0,62
1.74188E+12,124,HTTP Request,200,OK,Thread Group 1-7,text,TRUE,,5142,126,18,18,https://app.kanjialive.com/search,123,0,62
1.74188E+12,113,HTTP Request,200,OK,Thread Group 1-8,text,TRUE,,5142,126,18,18,https://app.kanjialive.com/search,113,0,66
1.74188E+12,128,HTTP Request,200,OK,Thread Group 1-9,text,TRUE,,5142,126,18,18,https://app.kanjialive.com/search,123,0,67
1.74188E+12,109,HTTP Request,200,OK,Thread Group 1-10,text,TRUE,,5142,126,17,17,https://app.kanjialive.com/search,108,0,62
1.74188E+12,115,HTTP Request,200,OK,Thread Group 1-11,text,TRUE,,5142,126,17,17,https://app.kanjialive.com/search,114,0,68
1.74188E+12,119,HTTP Request,200,OK,Thread Group 1-12,text,TRUE,,5146,126,18,18,https://app.kanjialive.com/search,118,0,70
1.74188E+12,153,HTTP Request,200,OK,Thread Group 1-14,text,TRUE,,5147,126,18,18,https://app.kanjialive.com/search,153,0,97
1.74188E+12,114,HTTP Request,200,OK,Thread Group 1-13,text,TRUE,,5146,126,17,17,https://app.kanjialive.com/search,114,0,61
1.74188E+12,128,HTTP Request,200,OK,Thread Group 1-15,text,TRUE,,5146,126,16,16,https://app.kanjialive.com/search,127,0,61
1.74188E+12,112,HTTP Request,200,OK,Thread Group 1-16,text,TRUE,,5142,126,17,17,https://app.kanjialive.com/search,112,0,67
1.74188E+12,114,HTTP Request,200,OK,Thread Group 1-17,text,TRUE,,5142,126,18,18,https://app.kanjialive.com/search,113,0,62
1.74188E+12,106,HTTP Request,200,OK,Thread Group 1-19,text,TRUE,,5142,126,18,18,https://app.kanjialive.com/search,105,0,60
